1011	Budapest I. kerület	BU	47.5011	19.0469	09566	2	341	24728	16600
1012	Budapest I. kerület	BU	47.5	19.0833	09566	2	341	24728	16600
1013	Budapest I. kerület	BU	47.4961	19.0309	09566	2	341	24728	16600
1014	Budapest I. kerület	BU	47.5034	19.0349	09566	2	341	24728	16600
1015	Budapest I. kerület	BU	47.5	19.0833	09566	2	341	24728	16600
1016	Budapest I. kerület	BU	47.48	19.02	09566	2	341	24728	16600
1021	Budapest II. kerület	BU	47.496	19.0771	03179	2	3634	88729	47668
1022	Budapest II. kerület	BU	47.5	19.0833	03179	2	3634	88729	47668
1023	Budapest II. kerület	BU	47.521	19.0347	03179	2	3634	88729	47668
1024	Budapest II. kerület	BU	47.507	19.0569	03179	2	3634	88729	47668
1025	Budapest II. kerület	BU	47.403	19.0915	03179	2	3634	88729	47668
1026	Budapest II. kerület	BU	47.5117	19.0131	03179	2	3634	88729	47668
1027	Budapest II. kerület	BU	47.5083	19.0386	03179	2	3634	88729	47668
1028	Budapest II. kerület	BU	47.5	19.0833	03179	2	3634	88729	47668
1029	Budapest II. kerület	BU	47.5	19.0833	03179	2	3634	88729	47668
1031	Budapest III. kerület	BU	47.5729	19.0538	18069	2	3970	123723	61137
1032	Budapest III. kerület	BU	47.5	19.0833	18069	2	3970	123723	61137
1033	Budapest III. kerület	BU	47.5	19.0833	18069	2	3970	123723	61137
1034	Budapest III. kerület	BU	47.5	19.0833	18069	2	3970	123723	61137
1035	Budapest III. kerület	BU	47.5	19.0833	18069	2	3970	123723	61137
1036	Budapest III. kerület	BU	47.5328	19.0419	18069	2	3970	123723	61137
1037	Budapest III. kerület	BU	47.5	19.0833	18069	2	3970	123723	61137
1038	Budapest III. kerület	BU	47.5915	19.0486	18069	2	3970	123723	61137
1039	Budapest III. kerület	BU	47.5562	19.0684	18069	2	3970	123723	61137
1041	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1042	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1043	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1044	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1045	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1046	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1047	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1048	Budapest IV. kerület	BU	47.5	19.0833	05467	2	1882	98374	47019
1051	Budapest V. kerület	BU	47.4986	19.0499	13392	2	259	27283	19250
1052	Budapest V. kerület	BU	47.4968	19.0555	13392	2	259	27283	19250
1053	Budapest V. kerület	BU	47.4839	19.0597	13392	2	259	27283	19250
1054	Budapest V. kerület	BU	47.5068	19.0526	13392	2	259	27283	19250
1055	Budapest V. kerület	BU	47.5	19.0833	13392	2	259	27283	19250
1056	Budapest V. kerület	BU	47.4926	19.0516	13392	2	259	27283	19250
1061	Budapest VI. kerület	BU	47.4996	19.0574	16586	2	238	42120	26049
1062	Budapest VI. kerület	BU	47.525	19.0766	16586	2	238	42120	26049
1063	Budapest VI. kerület	BU	47.5102	19.0702	16586	2	238	42120	26049
1064	Budapest VI. kerület	BU	47.5062	19.069	16586	2	238	42120	26049
1065	Budapest VI. kerület	BU	47.4767	19.0851	16586	2	238	42120	26049
1066	Budapest VI. kerület	BU	47.5075	19.0589	16586	2	238	42120	26049
1067	Budapest VI. kerület	BU	47.5077	19.0602	16586	2	238	42120	26049
1068	Budapest VI. kerület	BU	47.5096	19.0717	16586	2	238	42120	26049
1071	Budapest VII. kerület	BU	47.5	19.0833	29744	2	209	62530	36577
1072	Budapest VII. kerület	BU	47.4997	19.0716	29744	2	209	62530	36577
1073	Budapest VII. kerület	BU	47.4992	19.0718	29744	2	209	62530	36577
1074	Budapest VII. kerület	BU	47.4768	19.071	29744	2	209	62530	36577
1075	Budapest VII. kerület	BU	47.4971	19.0566	29744	2	209	62530	36577
1076	Budapest VII. kerület	BU	47.5	19.0833	29744	2	209	62530	36577
1077	Budapest VII. kerület	BU	47.5007	19.0786	29744	2	209	62530	36577
1078	Budapest VII. kerület	BU	47.5034	19.0821	29744	2	209	62530	36577
1081	Budapest VIII. kerület	BU	47.4946	19.0776	25405	2	685	82222	41816
1082	Budapest VIII. kerület	BU	47.514	19.0788	25405	2	685	82222	41816
1083	Budapest VIII. kerület	BU	47.5	19.0833	25405	2	685	82222	41816
1084	Budapest VIII. kerület	BU	47.5	19.0833	25405	2	685	82222	41816
1085	Budapest VIII. kerület	BU	47.497	19.0756	25405	2	685	82222	41816
1086	Budapest VIII. kerület	BU	47.5	19.0833	25405	2	685	82222	41816
1087	Budapest VIII. kerület	BU	47.4996	19.0817	25405	2	685	82222	41816
1088	Budapest VIII. kerület	BU	47.4902	19.0905	25405	2	685	82222	41816
1089	Budapest VIII. kerület	BU	47.4935	19.0882	25405	2	685	82222	41816
1091	Budapest IX. kerület	BU	47.5	19.0833	29586	2	1253	61576	38982
1092	Budapest IX. kerület	BU	47.5	19.0833	29586	2	1253	61576	38982
1093	Budapest IX. kerület	BU	47.4919	19.0691	29586	2	1253	61576	38982
